SUB_TYPE,SUB_TYPE_DESC,DATA_STATUS,DATA_STATUS_DISPLAY,STATUS_CLASS,ADDRESS,URL,LAST_UPDATED,LATITUDE,LONGITUDE,NEIGHBORHOOD
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,3904 LATHAM AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300449,09/16/2014 07:59:42 AM +0000,39.12062612,-84.57697044,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1015 PARKSON PL                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300428,03/19/2014 10:27:01 AM +0000,39.11039569,-84.55989917,EAST PRICE HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,OPEN,5606 ORLANDO PL                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300361,11/07/2014 07:52:09 AM +0000,39.1578398,-84.39729797,MADISONVILLE
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2416 OAKTREE PL                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300355,07/11/2014 08:18:52 AM +0000,39.12782317,-84.58270126,WESTWOOD
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,1441 MARLOWE AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300354,03/01/2016 12:00:00 AM +0000,39.19957087,-84.54370475,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,1163 HOLLYWOOD AV                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300349,07/22/2014 08:48:09 AM +0000,39.20760209,-84.53380377,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1611 LLANFAIR AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300348,01/10/2014 08:21:03 AM +0000,39.19657364,-84.54656465,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,4455 CARNATION AV                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300347,01/21/2014 08:24:18 AM +0000,39.10710397,-84.59795035,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,4619 GLENSHADE AV                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300346,06/05/2014 08:04:10 AM +0000,39.15611227,-84.38889516,MADISONVILLE
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,1018 STURM ST                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300345,06/19/2015 08:12:17 AM +0000,39.11120898,-84.57158786,EAST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,1055 KREIS LN                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300344,07/17/2014 02:45:44 PM +0000,39.11260873,-84.58907922,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2602 OCOSTA AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300365,11/05/2014 11:06:11 AM +0000,39.14112342,-84.58608944,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,6566 MONTEVISTA DR                   ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300364,07/17/2014 02:38:39 PM +0000,39.20879276,-84.52791127,COLLEGE HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,OPEN,4125 WATTERSON ST                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300352,09/23/2014 11:06:40 AM +0000,39.15049425,-84.39271916,MADISONVILLE
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,OPEN,7027 BRITTON AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300351,11/10/2014 08:30:11 AM +0000,39.15166951,-84.37378928,MADISONVILLE
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,OPEN,2811 ROSEBUD DR                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300350,09/17/2014 01:19:13 PM +0000,39.13707413,-84.61630447,WESTWOOD
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,OPEN,2908 WARSAW AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300373,11/10/2014 08:36:42 AM +0000,39.11002148,-84.56024777,EAST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2433 HOMESTEAD PL                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300389,02/28/2014 08:49:26 AM +0000,39.13083514,-84.57355538,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,6420 CARY AV                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300388,09/16/2014 01:39:30 PM +0000,39.2083393,-84.54965739,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,6750 DALY RD                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300387,09/30/2014 09:19:19 AM +0000,39.21257351,-84.53110587,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2463 OAKTREE PL                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300343,03/27/2014 08:44:07 AM +0000,39.12774075,-84.58545266,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,3663 CHALLEN ST                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300328,09/22/2014 08:13:44 AM +0000,39.15628604,-84.60191574,WESTWOOD
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,OPEN,5770 GLENWAY AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300327,02/25/2015 08:10:22 AM +0000,39.13627943,-84.61349814,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,4234 CENTURY LN                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300342,06/25/2014 08:26:12 AM +0000,39.11008069,-84.59098175,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,1038 GILSEY AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300341,08/04/2014 12:22:31 PM +0000,39.11128073,-84.58153106,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,6123 SUNRIDGE DR                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300340,07/22/2014 08:45:14 AM +0000,39.20067498,-84.52930409,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,4702 CASTLE PL                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300339,11/19/2013 09:04:08 AM +0000,39.15647249,-84.38599834,MADISONVILLE
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,4629 ASHTREE DR                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300338,05/20/2014 08:08:46 AM +0000,39.17483433,-84.54776629,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2744 ORLAND AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300368,09/16/2014 10:14:39 AM +0000,39.13616031,-84.57401923,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,3405 FERNCROFT DR                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300367,01/08/2014 09:16:36 AM +0000,39.1502786,-84.58463281,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,3411 DAYTONA AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300326,04/02/2015 10:31:12 AM +0000,39.14645656,-84.61385701,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,735 ELBERON AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300325,06/10/2014 09:18:25 AM +0000,39.10529137,-84.56646462,EAST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,6035 PAWNEE DR                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300324,05/20/2014 08:10:54 AM +0000,39.20167343,-84.55775421,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,1032 BELVOIR LN                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300323,07/08/2014 07:47:11 AM +0000,39.11242091,-84.60446856,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2888 VEAZEY AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300331,03/10/2015 08:12:14 AM +0000,39.13176551,-84.59786101,WESTWOOD
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,OPEN,2882 WEST TOWER AV                   ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300330,11/10/2014 08:25:20 AM +0000,39.13258113,-84.59756093,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,4255 DELRIDGE DR                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300329,09/16/2014 08:02:39 AM +0000,39.1044268,-84.59199452,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,3161 RAMONA AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300384,10/30/2014 10:19:52 AM +0000,39.14293148,-84.60775189,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,5987 SUNRIDGE DR                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300382,12/08/2014 11:50:32 AM +0000,39.19832959,-84.52946223,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,6541 OAK KNOLL DR                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300369,06/10/2015 08:06:08 AM +0000,39.20890905,-84.53303676,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1090 ELDA LN                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300274,12/30/2013 11:43:18 AM +0000,39.1999066,-84.53444572,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2742 ORLAND AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300281,07/11/2014 08:20:11 AM +0000,39.13602799,-84.57404706,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,3610 8TH ST                          ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300334,03/13/2014 08:48:32 AM +0000,39.10619745,-84.57155307,EAST PRICE HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,OPEN,3218 8TH ST                          ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300333,05/19/2015 02:59:00 PM +0000,39.1060758,-84.56436565,EAST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,3535 EPWORTH AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300353,04/05/2016 12:00:00 AM +0000,39.1530345,-84.59978324,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,964 SEIBEL LN                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1300337,07/10/2014 08:53:08 AM +0000,39.1126512,-84.60736268,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1037 DEL MONTE PL                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500465,08/08/2016 12:00:00 AM +0000,39.11156164,-84.5655243,EAST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,5201 HORIZONVUE DR                   ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500464,06/01/2016 12:00:00 AM +0000,39.18318977,-84.57859042,MT. AIRY
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1406 BEAVERTON AV                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500463,04/27/2016 12:00:00 AM +0000,39.19558909,-84.46612263,ROSELAWN
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,3292 MONTANA AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500462,03/03/2016 12:00:00 AM +0000,39.14942969,-84.61151268,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,846 BRADFORD CT                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500384,10/05/2015 08:04:38 AM +0000,39.11129119,-84.67896954,SAYLER PARK
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,5304 TANNER AV                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500383,07/27/2016 12:00:00 AM +0000,39.17013264,-84.43120601,PLEASANT RIDGE
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,1253 HERSCHEL AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500376,07/27/2016 12:00:00 AM +0000,39.13186574,-84.42213313,MT. LOOKOUT
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1608 GRANTWOOD AV                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500555,12/24/2015 09:00:38 AM +0000,39.14232935,-84.47489583,EVANSTON
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,4761 DALE AV                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500895,04/22/2016 12:00:00 AM +0000,39.11184323,-84.59815869,WEST PRICE HILL
FORECLOS,Foreclosed Property,REGISTRD,Vacant - Registered Vacant,OPEN,5709 PEABODY AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500893,07/27/2016 12:00:00 AM +0000,39.15822342,-84.39600671,MADISONVILLE
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,5403 STEWART AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500857,03/16/2016 12:00:00 AM +0000,39.16525033,-84.39706057,MADISONVILLE
FORECLOS,Foreclosed Property,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,2746 MINOT AV                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500656,02/10/2016 12:00:00 AM +0000,39.15313393,-84.43988148,OAKLEY
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,3036 COSTELLO AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500523,07/27/2016 12:00:00 AM +0000,39.14042451,-84.57130605,EAST WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1068 MORADO DR                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500522,04/15/2016 12:00:00 AM +0000,39.1137025,-84.60527896,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,3771 MARBURG AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500521,09/30/2016 12:00:00 AM +0000,39.14616678,-84.42206212,OAKLEY
FORECLOS,Foreclosed Property,CIVIL-NM,Vacant - Not Maintained - Civil Fine Pending,OPEN,636 FAIRBANKS AV                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1600050,01/11/2017 12:00:00 AM +0000,39.10215978,-84.56896684,EAST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1953 GARDEN LN                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500730,07/27/2016 12:00:00 AM +0000,39.17525284,-84.46011652,BOND HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,4112 HEYWARD ST                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500630,08/18/2016 12:00:00 AM +0000,39.12248222,-84.58112925,WEST PRICE HILL
FORECLOS,Foreclosed Property,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,3427 FERNCROFT DR                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500556,08/17/2015 07:08:33 AM +0000,39.15081662,-84.58525897,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,5902 GLENWAY AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1600052,03/01/2016 12:00:00 AM +0000,39.13891701,-84.61570046,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,3051 FAIRFIELD AV                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1600051,06/03/2016 12:00:00 AM +0000,39.13334178,-84.4724113,EVANSTON
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,4761 CLEVESDALE DR                   ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500892,05/06/2016 12:00:00 AM +0000,39.12034729,-84.59490435,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2476 DUNAWAY CT                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500880,12/05/2016 12:00:00 AM +0000,39.13179605,-84.59617285,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2761 QUEEN CITY AV                   ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500890,09/07/2016 12:00:00 AM +0000,39.13317423,-84.59392182,WESTWOOD
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,3121 WEST TOWER AV                   ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500889,11/17/2016 12:00:00 AM +0000,39.13269746,-84.60614038,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2840 NORTH BEND RD                   ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500840,10/25/2016 12:00:00 AM +0000,39.18951707,-84.57891525,MT. AIRY
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,3402 WALWORTH AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500839,07/27/2016 12:00:00 AM +0000,39.11789851,-84.44122581,EAST END
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2363 OHIO AV                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500838,10/12/2016 12:00:00 AM +0000,39.12561952,-84.5159682,CUF
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,2522 MAY ST                          ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1600034,09/20/2016 12:00:00 AM +0000,39.12699147,-84.49476731,WALNUT HILLS
FORECLOS,Foreclosed Property,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,1326 CAROLINA AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500592,08/21/2015 08:04:46 AM +0000,39.17552449,-84.47454088,BOND HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2914 CORTELYOU PL                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1600061,07/27/2016 12:00:00 AM +0000,39.1881186,-84.43182742,PLEASANT RIDGE
FORECLOS,Foreclosed Property,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,5941 KENNETH AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500599,08/25/2015 02:43:51 PM +0000,39.19959978,-84.53972066,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1007 CORONADO AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500598,12/29/2015 08:09:44 AM +0000,39.11170949,-84.60159887,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,6620 ROE ST                          ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500699,10/04/2016 12:00:00 AM +0000,39.15520242,-84.38337526,MADISONVILLE
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1443 ELKTON PL                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1600054,10/05/2016 12:00:00 AM +0000,39.20125888,-84.54376092,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,5637 LITTLE FLOWER AV                ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1600053,08/23/2016 12:00:00 AM +0000,39.19748206,-84.57136128,MT. AIRY
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,810 MITCHELL AV                     ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1600059,07/27/2016 12:00:00 AM +0000,39.15714138,-84.48528049,NORTH AVONDALE - PADDOCK HILLS
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2433 NOVA AV                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1600056,04/05/2016 12:00:00 AM +0000,39.13154198,-84.60715659,WESTWOOD
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,18 ESCALON ST                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500712,10/05/2016 12:00:00 AM +0000,39.2002248,-84.47679171,CARTHAGE
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1052 SPRINGBROOK DR                  ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500785,01/13/2016 08:32:31 AM +0000,39.20726385,-84.52990746,COLLEGE HILL
FORECLOS,Foreclosed Property,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,1120 TOWNE ST                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500541,07/30/2015 08:57:53 AM +0000,39.18363625,-84.48054893,BOND HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1729 NORTHAMPTON DR                  ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500540,07/27/2016 12:00:00 AM +0000,39.18075406,-84.46398911,BOND HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2712 BAKER AV                        ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500288,04/13/2016 12:00:00 AM +0000,39.13434761,-84.56956839,NORTH FAIRMOUNT
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,4728 CLEVESDALE DR                   ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500287,11/05/2015 08:17:51 AM +0000,39.12068273,-84.59336303,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,1016 MORADO DR                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500234,05/28/2015 08:53:03 AM +0000,39.11188995,-84.60542565,WEST PRICE HILL
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,2909 CAVANAUGH AV                    ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500136,01/29/2016 12:00:00 AM +0000,39.13865597,-84.57298903,WESTWOOD
FORECLOS,Foreclosed Property,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,870 HERMOSA AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500233,03/16/2015 08:14:07 AM +0000,39.1113223,-84.59461792,WEST PRICE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,6330 MEIS AV                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500188,07/27/2016 12:00:00 AM +0000,39.20677128,-84.55275684,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,2803 MORNINGRIDGE DR                 ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500187,04/26/2016 12:00:00 AM +0000,39.13672528,-84.58890005,WESTWOOD
FORECLOS,Foreclosed Property,RENEWAL ,Renewal of Previous Year Registration,,6020 CONNECTICUT CT                  ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500186,02/29/2016 12:00:00 AM +0000,39.20068305,-84.55924296,COLLEGE HILL
FORECLOS,Foreclosed Property,CLOSE-O ,Case Closed - Building Occupied,CLOS,2716 BONNIE DR                       ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500232,09/27/2016 12:00:00 AM +0000,39.10719785,-84.38844173,MT. WASHINGTON
FORECLOS,Foreclosed Property,FORCLOSD,Occupied - Foreclosure Filed - Still Occupied,OPEN,6669 IRIS AV                         ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500174,07/22/2016 12:00:00 AM +0000,39.19119287,-84.41169383,KENNEDY HEIGHTS
FORECLOS,Foreclosed Property,CLOSE-V ,Case Closed - Building Vacant,CLOS,1539 AMBROSE AV                      ,http://cagismaps.hamilton-co.org/propertyactivity/cagisreport?APD=VFP1500173,11/15/2016 12:00:00 AM +0000,39.20085618,-84.54572935,COLLEGE HILL
